checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,member_total_book_count,title,author,genre,pages,publication_year,publisher,source
9353,1075,528,2025-12-13,2025-12-30,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9.0,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House,Library Database
9117,1026,501,2025-09-13,,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,3.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9212,1044,512,2024-09-14,,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21.0,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House,Library Database
9278,1047,506,2024-03-12,2024-04-02,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Library Database
9177,1027,513,2024-01-18,,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9044,1018,503,2024-10-07,,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Library Database
9329,1062,513,2025-03-06,,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,7.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9078,1008,521,2024-09-21,2024-10-12,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19.0,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers,Library Database
9032,1011,501,2024-11-24,2024-12-11,Menna,Halim,8.0,Maadi,Active,2024-04-22,2.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9289,1072,522,2025-09-09,2025-09-19,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,Library Database
9138,1039,516,2025-08-22,2025-08-31,Nada,Riad,7.0,Nasr City,active,,2.0,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,Library Database
9306,1074,510,2024-08-03,2024-08-10,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,2.0,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers,Library Database
9239,1050,519,2025-02-10,2025-02-22,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9226,1044,519,2025-03-18,,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9135,1034,506,2025-01-12,2025-01-28,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Library Database
9023,1018,503,2025-08-04,2025-08-27,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Library Database
9229,1047,501,2025-11-16,2025-12-08,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9096,1022,501,2025-02-17,2025-03-17,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,6.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9312,1068,506,2025-12-01,,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,6.0,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Library Database
9196,1030,526,2025-01-15,2025-02-02,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House,Library Database
9190,1030,502,2025-12-04,2025-12-18,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House,Library Database
9095,1002,507,2024-06-25,2024-07-07,Fares,Saleh,9.0,Maadi,Active,,2.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9199,1053,518,2024-11-28,2024-12-08,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,5.0,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,Library Database
9279,1047,514,2025-07-06,2025-07-28,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers,Library Database
9047,1007,507,2024-10-11,2024-10-24,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,3.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9351,1075,514,2024-01-03,2024-01-28,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9.0,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers,Library Database
9251,1046,507,2024-06-09,,Amir,Fouad,7.0,HELIOPOLIS,Active,2025-12-11,1.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9242,1047,520,2025-06-01,2025-07-01,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,Library Database
9204,1057,506,2024-02-20,2024-03-15,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,10.0,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Library Database
9158,1040,513,2025-03-07,2025-03-24,Dina,Adel,9.0,Nasr City,Active,2025-12-26,2.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9060,1010,527,2024-05-20,2024-05-28,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House,Library Database
9243,1060,513,2025-09-13,2025-10-09,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,2.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9042,1010,509,2024-02-28,,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,Library Database
9150,1024,507,2025-10-14,2025-10-24,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9377,1034,507,2025-03-25,2025-04-06,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9356,1076,501,2025-03-14,2025-04-13,Dina,Wahba,7.0,Shubra,Active,2025-12-13,7.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9014,1010,519,2024-06-28,2024-07-20,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,18.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9346,1076,519,2024-04-27,,Dina,Wahba,7.0,Shubra,Active,2025-12-13,7.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9103,1003,513,2025-09-04,2025-09-25,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,9.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9246,1044,529,2025-06-25,2025-07-04,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21.0,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,Library Database
9308,1072,525,2024-02-17,2024-03-12,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,14.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9321,1070,501,2025-12-28,2026-01-09,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,3.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9045,1008,520,2024-05-28,,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19.0,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,Library Database
9219,1047,506,2025-05-13,2025-06-07,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Library Database
9002,1020,515,2024-12-06,2024-12-11,Rana,Fouad,6.0,Maadi,Active,2025-12-04,7.0,Songs of the Oasis,Hoda Bakry,Poetry,316,2022.0,Cairo Young Readers,Library Database
9185,1026,519,2025-10-22,2025-11-01,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,3.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9359,1077,501,2025-01-26,,Lina,Rashad,6.0,Shubra,Active,2023-07-08,6.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9079,1008,520,2025-12-27,2026-01-05,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19.0,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,Library Database
9252,1054,513,2024-08-04,2024-08-09,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,6.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9282,1057,530,2025-07-22,2025-08-18,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,10.0,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books,Library Database
9293,1071,525,2025-08-05,2025-08-18,Jana,Hegazy,8.0,Zamalek,Active,2024-09-27,2.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9202,1047,506,2025-06-05,2025-07-03,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,16.0,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Library Database
9026,1018,506,2025-04-21,2025-05-04,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Library Database
9050,1003,521,2025-08-21,,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,9.0,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers,Library Database
9122,1034,525,2025-06-04,2025-06-30,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9153,1030,530,2024-10-12,2024-10-26,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books,Library Database
9145,1034,501,2025-11-10,2025-12-10,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9339,1073,501,2025-02-02,,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,2.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9136,1030,532,2024-10-03,2024-10-20,Reem,Osman,,Nasr City,Active,2025-04-01,16.0,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books,Library Database
9277,1057,519,2025-10-19,2025-10-28,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,10.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9284,1062,513,2025-09-27,2025-10-26,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,7.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9210,1044,507,2025-09-11,2025-09-29,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9098,1008,525,2024-12-15,2024-12-31,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9106,1034,501,2025-08-20,2025-08-27,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9170,1034,522,2025-10-16,2025-10-28,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,Library Database
9028,1017,507,2025-01-19,2025-01-28,Adam,Badr,9.0,Maadi,Active,2025-07-12,2.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9081,1017,502,2025-08-25,2025-09-17,Adam,Badr,9.0,Maadi,Active,2025-07-12,2.0,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House,Library Database
9223,1050,510,2024-04-11,2024-05-04,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,11.0,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers,Library Database
9311,1065,507,2025-06-26,2025-07-09,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9085,1018,525,2025-08-19,2025-09-18,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9335,1065,513,2024-12-18,2024-12-30,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9221,1055,520,2025-04-12,2025-04-18,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,2.0,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,Library Database
9016,1016,527,2024-12-03,2024-12-11,Dina,Rashad,8.0,Maadi,Active,2023-04-24,7.0,Notes from the Delta,Mona Kholoussy,Nature,328,2017.0,Delta House,Library Database
9361,1075,524,2024-04-19,,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9.0,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers,Library Database
9248,1044,514,2025-07-01,2025-07-18,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21.0,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers,Library Database
9315,1068,501,2024-06-11,2024-07-04,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,6.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9305,1062,519,2024-01-23,2024-01-31,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,7.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9174,1024,528,2025-12-16,2026-01-07,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17.0,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House,Library Database
9048,1003,519,2024-12-03,2025-01-01,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,9.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9281,1044,525,2024-06-01,2024-06-12,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Library Database
9039,1018,513,2024-07-21,2024-08-10,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,17.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9083,1011,516,2025-10-02,2025-10-09,Menna,Halim,8.0,Maadi,Active,2024-04-22,2.0,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,Library Database
9088,1003,519,2025-09-17,2025-10-03,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,9.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9176,1027,501,2024-11-08,2024-11-26,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,18.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9054,1013,510,2024-11-21,,Ziad,Fouad,,Maadi,Active,2025-06-27,2.0,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers,Library Database
9134,1037,516,2025-09-08,2025-09-19,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,2.0,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,Library Database
9164,1034,507,2024-12-02,2024-12-12,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Library Database
9011,1022,513,2024-03-17,,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,6.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9151,1034,528,2025-04-25,2025-05-16,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,25.0,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House,Library Database
9018,1003,522,2025-06-12,2025-06-24,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,9.0,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,Library Database
9038,1007,506,2024-07-15,2024-08-12,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,3.0,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,Library Database
9232,1044,513,2025-05-26,2025-06-11,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,21.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Library Database
9084,1008,511,2024-06-27,2024-07-22,Ziad,Saleh,8.0,Maadi,active,2025-10-28,19.0,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,Library Database
9116,1024,519,2025-01-10,2025-02-09,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,17.0,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,Library Database
9352,1076,501,2025-02-02,,Dina,Wahba,7.0,Shubra,Active,2025-12-13,7.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Library Database
9384,1026,522,2025-07-11,,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,3.0,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,Reading Kickoff
9385,1049,520,2025-07-11,,Ahmed,Gamal,6.0,Heliopolis,Active,2023-06-10,1.0,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,Reading Kickoff
9386,1062,525,2025-07-05,,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,7.0,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,Reading Kickoff
9387,1065,520,2025-07-07,,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,17.0,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,Reading Kickoff
9388,1104,515,2025-07-07,,,,,,,,,Songs of the Oasis,Hoda Bakry,Poetry,316,2022.0,Cairo Young Readers,Reading Kickoff
9389,1009,503,2025-07-09,,Hassan,Saleh,6.0,Maadi,Active,2025-04-25,1.0,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,Reading Kickoff
9390,1063,522,2025-07-07,,Layla,Fouad,6.0,Zamalek,Active,2024-06-21,,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,Reading Kickoff
9391,1022,511,2025-07-12,,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,6.0,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,Reading Kickoff
9392,1029,523,2025-07-09,,Rana,Kamel,6.0,Nasr City,Active,2023-04-03,,Footsteps in the Dust,Laila Shokry,Historical,276,2018.0,Oasis Books,Reading Kickoff
9393,1201,509,2025-07-10,,,,,,,,,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,Reading Kickoff
9394,1005,513,2025-07-10,,Youssef,Halim,9.0,Maadi,Active,2024-05-05,3.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Reading Kickoff
9395,1104,526,2025-07-05,,,,,,,,,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House,Reading Kickoff
9396,1058,518,2025-07-08,,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,3.0,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,Reading Kickoff
9397,1002,521,2025-07-08,,Fares,Saleh,9.0,Maadi,Active,,2.0,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers,Reading Kickoff
9398,1150,530,2025-07-10,,,,,,,,,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books,Reading Kickoff
9399,1041,504,2025-07-05,,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,2.0,Rooftop Astronomers,Adel Roushdy,Science,319,2009.0,Cairo Young Readers,Reading Kickoff
9400,1055,526,2025-07-11,,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,2.0,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016.0,Delta House,Reading Kickoff
9401,1061,513,2025-07-06,,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8.0,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,Reading Kickoff
9402,1012,509,2025-07-11,,Ali,Hegazy,7.0,Maadi ,Active,2025-12-08,,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,Reading Kickoff
9403,1007,510,2025-07-07,,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,3.0,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers,Reading Kickoff
9404,1073,530,2025-07-07,,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,2.0,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books,Reading Kickoff
9405,1003,501,2025-07-08,,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,9.0,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,Reading Kickoff
9406,1017,507,2025-07-11,,Adam,Badr,9.0,Maadi,Active,2025-07-12,2.0,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,Reading Kickoff
9407,1061,504,2025-07-06,,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,8.0,Rooftop Astronomers,Adel Roushdy,Science,319,2009.0,Cairo Young Readers,Reading Kickoff
9408,1201,523,2025-07-08,,,,,,,,,Footsteps in the Dust,Laila Shokry,Historical,276,2018.0,Oasis Books,Reading Kickoff
9409,1041,512,2025-07-06,,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,2.0,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House,Reading Kickoff
